PC1,PC2,PC3,PC4,Cluster,PC4_scaled_train
-3.418426236255357,-0.6967791113662005,-2.187407291222161,-1.1095006398338374,1,18.934649254179455
3.2274725056483993,-0.1855575258770426,0.38140528792350575,1.5476126864821893,2,43.873341382638344
0.4518906622292195,-0.1871181472523776,-0.8076405890569455,2.102546174536846,3,49.081743776808906
4.084636567119094,2.023610400987686,1.3080769396091858,-0.025141436651349516,2,29.1120474317432
-0.7671422859960368,0.35853868987810766,0.0872815086864391,-0.2650611753774666,3,26.860248669389883
2.650714226229055,-2.0316509402182903,0.11355500100524461,1.1341622943031409,2,39.99284748769427
0.1636367678997357,-2.8505745644317577,0.39659376128314877,0.037750783956929566,3,29.702330770993758
1.1441997654981162,-0.3107088635236448,0.2725257698071268,-1.6507245106622455,3,13.85492030416284
-0.8712411308647018,1.2795201522012078,-0.17070558919560652,0.11603974451721559,3,30.43712227014934
-1.1641909613684902,-0.15739526377470375,-0.36883429677137675,-0.4870444424757481,3,24.776795057906597
-4.3492100964016265,-1.8000946114397633,5.455038629304054,0.9780212085121852,1,38.52736446573272
-1.381703265831524,-1.2445747256168276,2.2177482527676244,-0.4204921835895933,1,25.401430175414532
-1.1593061783972676,0.8333323970845498,-0.4793781618607966,2.200382533999713,3,50.0
0.97564568736625,1.6208931444758494,-1.2982324255979318,-0.7414790794088909,3,22.38876477916447
4.08507646232286,-0.9889991458109403,0.08747634311995857,1.2436240777488132,2,41.020215680893784
0.19847850616611018,-1.332409032990551,-0.2914900289126846,-0.3930682850876729,3,25.65882083878142
0.7090930995166658,1.7512652023382782,-2.050920836713871,-0.571391439130679,3,23.985145051599225
-2.4352377890157513,-0.2034858928200051,0.3689501569342724,0.8411820833087555,1,37.24304257370888
-4.545143313435883,-0.0028450697959413874,-2.207900985860889,1.301699911374347,1,41.565294176623155
0.6646043504869286,0.46739627533166267,-1.020623648187499,-0.6426011459551239,3,23.316796834206922
0.22367925830926094,0.13496620652287125,0.7880049106602234,0.02285567775605369,3,29.562530761680886
4.301325317332473,-1.2541507166751937,0.23441631924846337,0.33116810594075163,2,32.45623824857084
0.46435861973361164,-0.31402654765403404,0.017336311790505262,2.0320495603834052,3,48.420088385953235
1.215277006261504,2.3219554311916872,0.8237339520865493,0.9555300577067458,3,38.31627076491219
-0.3444360791922072,0.16382785797990582,0.5141093855281441,-0.613378250795946,3,23.591072221055924
1.1099813161549348,-0.11372689112534726,-0.16035654385281276,-0.08561698842085637,3,28.544446060758602
-1.4993524032506482,-1.3951435776003467,2.4212500246663726,0.03135414328859912,1,29.642294245376295
0.7430301731187084,0.42736742477407397,-0.15605644127386384,-0.5728131410966673,3,23.971801477850583
1.843743205687088,-0.5406132644771006,1.2832144485118264,1.2231694505931026,2,40.82823604487807
-0.9872187197651551,0.8311229909056,-0.03920426922203206,0.1985272871151195,3,31.21132012197164
-4.730909544419074,-1.3905720443286957,-0.45665668364926126,0.5827133580253777,1,34.8171498197802
-0.16355290093525837,0.878058665333078,0.2434417292478278,-0.4112002612875142,3,25.488640753630392
-4.242323162340999,0.26315163809616526,-1.2218599596053132,1.0481533228792959,1,39.185598795144685
-0.48954377375815855,0.1274829918939249,0.44600328886642665,-1.2423730942899864,3,17.687557080422295
-1.0850562722908736,-1.3251160868210177,-0.9166370088837549,-1.167487440874416,3,18.39040638567141
-3.6256302887028515,-1.2140719968877056,0.14358914921472707,-0.86935904569735,1,21.18853027012785
-0.3900203916780708,-0.299134435924637,-1.1752989797180569,0.634631962516794,3,35.30443881883309
0.6019306593014482,0.81043796798574,-1.0165786890845498,-0.5581101758905378,3,24.109798122186213
0.8741373855952869,1.2625823778360317,0.09628239605762907,-0.835729880035578,3,21.504161297479875
1.5045963194316263,0.35486798408076975,0.20310729392293095,-2.0614501437193424,3,10.0
-0.12413270153941096,2.3540543601908315,-0.7678488394828662,0.41030528667602567,3,33.198990831505455
-0.1379299245655133,-1.0329505861065857,0.584198329672374,-1.2002882918847977,3,18.08254961614721
0.5142311658782279,-1.4711384669714895,1.4326849604018923,-1.0262355589443366,3,19.71614479552074
-0.0017986752255016545,1.1805506031821056,-0.8511648302903545,0.651434128693244,3,35.46213779433997
3.1856191909596743,-3.449511710774612,0.1469282505111583,1.436823465967572,2,42.833514351475664
-0.7243593015992481,0.22516765386553722,-1.0313478634162818,-1.1522231446908857,3,18.533671476892213
1.3990783923365357,1.402567069976374,-0.7404146502934832,-0.8371803914055297,3,21.49054732922124
-4.429929554205612,-1.007871702668777,0.22252097740954396,0.026840829216483366,1,29.59993393314995
2.1383381396440635,0.42954280095472136,-0.8177506172760793,-1.8269881797076533,3,12.200574088583636
1.2498057181515623,-0.5886788292778683,-0.3543561282634743,-0.6545476854654024,3,23.204670991512675
1.3914958963249235,1.287211603344051,-0.2418270807666916,-1.2874710229379054,3,17.264284445776717
4.672879633070581,-0.04145996200205965,-0.04396694855520084,-0.21808558097464106,2,27.301144386844157
-0.7067731414623319,1.0501619038165466,-0.40589549086775584,0.2759114305439408,3,31.93761933905153
-2.160840184582015,0.03934423375744781,0.3774854149025522,0.486806343416802,1,33.91700172048968
-3.6463040364296586,-1.2280104575562765,0.15502490380304754,-0.8482447132135751,1,21.386701658640227
0.921451987163838,-0.5434833940077303,0.2366334196750671,-1.0988564426882546,3,19.034551788610063
0.8103789912634974,-1.0260587781807868,-1.5844958694291422,0.6312929162007764,3,35.27309975351995
-0.5497911965452488,1.4658451673323285,0.8421893769450294,-0.3198027547860007,3,26.346464262088073
0.5406245373546159,1.2992181296555687,-0.9577576525794949,0.7575117954499726,3,36.457743908219605
-1.4549395468980835,0.25631863991837495,-1.070348822226046,1.453152027695075,3,42.9867682491509
-0.5441436276246012,-0.2994696094091284,0.49172696486002765,0.4301775292730958,3,33.385504419436415
0.6517232560894812,5.845044296644294,2.548237595155687,1.075434154159088,0,39.44164668198377
-0.3695767411583473,-2.2333744341582884,-0.8388446732921324,-1.9588627887284225,3,10.962847326477632
-1.4623358950600276,-0.558820192220683,0.23989154982463243,1.168239203970049,1,40.312680876227446
-0.5199633894318315,-0.9653150405977625,1.562436721510997,-1.2534685623463597,3,17.583419082566294
-1.4069796966040147,0.9206347500757803,-1.0039797230541234,0.3681712023081902,3,32.803535753335794
-0.8218889299409881,-1.2340523060833848,-1.0003844450090031,-1.2719710862618478,3,17.409761172322945
-0.7721715190809504,-0.1351017654204845,-0.4240636078958719,1.2967021705004982,3,41.51838721192717
3.0641517065232167,-1.7904453885636198,-0.47356921236226,1.3893197513549203,2,42.387661891232426
2.9177766091979573,-6.254109977375008,-1.0114184121668481,1.5401083745614002,2,43.802908660490225
2.3277800191262403,-0.02872171481878558,-0.24649078708006678,-1.9992571056965724,3,10.583721067679793
0.21188276613918036,0.4064762804779645,-0.4805026037212212,-0.505213829182203,3,24.60626385144751
-0.43373238059165553,-0.996510215954105,2.960601884833124,-0.7401050641348613,3,22.40166078309455
2.62207667654913,0.0957740833967934,2.203836812077284,0.7220812356087307,2,36.125205655120425
-0.2781208360307073,-0.03273323776643942,-0.66212595307393,-1.3400924678872232,3,16.770398843703003
-0.4196087356841101,6.5966111500768125,2.361501172370403,0.09758628333852015,0,30.263924844777197
0.6954305170308519,0.565554240321932,-0.2224644626075648,-1.0040551695012248,3,19.924321804055793
-1.277369412556321,-1.027809684523795,1.2244991891801391,0.07194183212591186,1,30.023235421687662
-0.29121459898289764,3.459731810186087,-2.0210679079518616,1.2520363408616282,3,41.09917010026173
-0.3686842445129427,0.9941893347790508,-2.2156693730439856,1.1619218738511883,3,40.25338873036834
